timestamp,duration_seconds
2025-12-06T09:46:41.221787,59.26
2025-12-06T09:52:41.925882,60.69
2025-12-06T09:58:39.061566,57.12
2025-12-06T10:04:38.185914,59.11
2025-12-06T10:10:35.516703,57.32
2025-12-06T10:16:32.932611,57.41
2025-12-06T10:22:32.588048,59.64
2025-12-06T10:38:55.869318,57.47
2025-12-06T10:44:55.792908,59.91
2025-12-06T10:50:54.619602,58.82
2025-12-06T10:56:52.007689,57.38
2025-12-06T11:02:49.277870,57.26
2025-12-06T11:08:49.467704,60.18
2025-12-06T11:14:48.967455,59.49
2025-12-06T11:20:42.219001,53.24
2025-12-06T11:26:33.191604,50.96
2025-12-06T11:32:24.039285,50.84
2025-12-06T11:38:16.291345,52.24
2025-12-06T11:44:08.678305,52.38
2025-12-06T11:50:01.159282,52.47
2025-12-06T11:55:51.260795,50.09
2025-12-06T12:01:43.876907,52.61
2025-12-06T12:07:37.301963,53.42
2025-12-06T12:13:29.423385,52.11
2025-12-06T12:19:27.777279,58.17
2025-12-06T12:25:29.218230,61.43
2025-12-06T12:31:26.536179,57.31
2025-12-06T12:37:24.020885,57.48
2025-12-06T12:43:23.512748,59.49
2025-12-06T12:49:19.828198,56.31
2025-12-06T12:55:18.698824,58.87
2025-12-06T13:01:18.203664,59.50
2025-12-06T13:07:19.778949,61.57
2025-12-06T13:13:19.613240,59.83
2025-12-06T13:19:18.245864,58.63
2025-12-06T13:25:18.118080,59.86
2025-12-06T13:31:45.546250,87.42
2025-12-06T13:37:49.851074,64.29
2025-12-06T13:44:26.715521,96.86
2025-12-06T13:50:25.536302,58.81
2025-12-06T13:56:23.584275,58.04
2025-12-06T14:02:24.862193,61.27
2025-12-06T14:08:19.795428,54.92
2025-12-06T14:14:15.316465,55.52
2025-12-06T14:20:10.636365,55.31
2025-12-06T14:26:06.641790,55.99
2025-12-06T14:32:03.558193,56.90
2025-12-06T14:37:59.731411,56.16
2025-12-06T14:43:57.516458,57.78
2025-12-06T14:59:22.532094,58.72
2025-12-06T15:05:18.158023,55.62
2025-12-06T15:11:12.034775,53.87
2025-12-06T15:17:07.071451,55.03
2025-12-06T15:23:01.883538,54.81
2025-12-06T15:28:56.410965,54.52
2025-12-06T15:34:55.736410,59.32
2025-12-06T15:40:53.278378,57.54
2025-12-06T16:08:29.571607,62.09
2025-12-06T20:44:20.311584,8371.96
2025-12-07T02:50:08.374340,9424.55
2025-12-07T08:11:24.246446,8216.38
2025-12-07T11:59:34.006026,49.19
2025-12-07T12:05:23.370839,49.36
2025-12-07T12:11:19.825072,56.45
2025-12-07T12:17:09.836903,50.01
2025-12-07T12:22:59.546246,49.70
2025-12-07T12:28:49.821250,50.26
2025-12-07T12:34:39.169967,49.34
2025-12-07T12:40:30.053034,50.87
2025-12-07T12:46:19.321173,49.26
2025-12-07T12:52:09.314108,49.97
2025-12-07T12:57:58.909540,49.59
2025-12-07T13:03:51.094935,52.18
2025-12-07T13:09:41.673302,50.57
2025-12-07T13:15:37.782825,56.10
2025-12-07T13:21:26.865728,49.07
2025-12-07T13:27:17.233211,50.36
2025-12-07T13:33:06.418039,49.17
2025-12-07T13:38:57.589168,51.16
2025-12-07T13:44:47.774977,50.18
2025-12-07T13:50:40.544019,52.76
2025-12-07T13:56:30.957381,50.40
2025-12-07T14:02:21.744574,50.78
2025-12-07T14:08:18.551783,56.80
2025-12-07T14:14:15.046985,56.49
2025-12-07T14:20:10.714111,55.66
2025-12-07T14:26:04.447263,53.72
2025-12-07T14:31:59.666743,55.21
2025-12-07T14:37:57.594322,57.92
2025-12-07T14:43:51.712419,54.11
2025-12-07T14:49:42.958547,51.24
2025-12-07T14:55:36.511095,53.55
2025-12-07T15:01:30.715360,54.20
2025-12-07T15:07:26.142427,55.42
2025-12-07T15:13:20.970475,54.82
2025-12-07T15:19:18.007740,57.03
2025-12-07T15:25:13.750598,55.73
2025-12-07T15:31:10.049455,56.29
2025-12-08T01:02:42.770291,50.26
2025-12-08T01:08:30.648313,47.87
2025-12-08T01:14:21.134578,50.48
2025-12-08T01:20:09.080515,47.94
2025-12-08T15:09:20.447388,57.86
2025-12-08T15:15:18.609001,58.15
2025-12-08T15:21:17.957980,59.34
2025-12-08T15:27:16.332287,58.36
2025-12-08T15:33:16.893918,60.56
2025-12-08T15:39:10.584435,53.68
2025-12-08T16:49:03.193982,1281.87
2025-12-08T16:54:44.875177,41.67
2025-12-08T17:00:28.242210,43.36
2025-12-08T17:06:09.339547,41.09
2025-12-08T17:11:51.483561,42.13
2025-12-08T17:17:31.216077,39.72
2025-12-08T17:23:10.569365,39.34
2025-12-08T17:28:50.111455,39.53
2025-12-08T17:34:32.222829,42.10
2025-12-08T17:40:12.569977,40.34
2025-12-08T17:45:55.597251,43.02
2025-12-08T17:51:37.017870,41.41
2025-12-08T17:57:17.297136,40.27
2025-12-08T18:02:58.737094,41.43
2025-12-08T18:08:39.686323,40.94
2025-12-08T18:48:36.905396,53.33
2025-12-08T18:54:30.828028,53.92
2025-12-08T19:00:24.734199,53.90
2025-12-08T19:06:18.284197,53.54
2025-12-08T19:12:11.672523,53.38
2025-12-08T19:18:06.822445,55.14
2025-12-08T19:24:01.581390,54.75
2025-12-08T19:29:54.939971,53.35
2025-12-08T19:35:50.920913,55.98
2025-12-08T19:41:45.171434,54.24
2025-12-08T19:47:39.462382,54.28
2025-12-08T19:53:34.610981,55.14
2025-12-08T19:59:28.421377,53.80
2025-12-08T20:05:23.051988,54.62
2025-12-08T20:11:16.941433,53.88
2025-12-08T20:17:11.359244,54.41
2025-12-08T20:23:05.832669,54.47
2025-12-08T20:28:56.676598,50.84
2025-12-08T20:34:53.300020,56.61
2025-12-08T20:40:47.999798,54.69
2025-12-08T20:46:41.195165,53.19
2025-12-08T20:52:36.341588,55.13
2025-12-08T20:58:30.430048,54.08
2025-12-08T21:04:24.843176,54.40
2025-12-08T21:10:24.588244,59.65
2025-12-08T21:16:18.430040,53.74
2025-12-08T21:22:10.394861,51.86
2025-12-08T21:28:01.865242,51.37
2025-12-08T21:34:02.830648,60.85
2025-12-08T21:39:56.180075,53.16
2025-12-08T21:45:50.852631,54.57
2025-12-08T21:51:42.486249,51.53
2025-12-08T21:57:32.706778,50.12
2025-12-08T22:03:21.912884,49.10
2025-12-08T22:09:11.830751,49.81
2025-12-08T22:15:05.857918,53.93
2025-12-08T22:20:54.645721,48.70
2025-12-08T22:26:45.270257,50.52
2025-12-08T22:32:33.989757,48.62
2025-12-08T22:38:23.185458,49.09
2025-12-08T22:44:13.961708,50.67
2025-12-08T22:50:02.966892,48.91
2025-12-08T22:55:53.162477,50.09
2025-12-08T23:01:43.033313,49.77
2025-12-08T23:07:35.403112,52.27
2025-12-08T23:13:25.075277,49.57
2025-12-08T23:19:14.353175,49.17
2025-12-08T23:25:03.706342,49.25
2025-12-08T23:30:56.123900,52.31
2025-12-08T23:36:48.265967,52.03
2025-12-08T23:42:39.789168,51.42
2025-12-08T23:48:30.238336,50.34
2025-12-08T23:54:21.317057,50.97
2025-12-09T00:00:14.227906,52.80
2025-12-09T00:06:06.163706,51.83
2025-12-09T00:11:56.073691,49.79
2025-12-09T00:17:44.599718,48.42
2025-12-09T00:23:35.649560,50.95
2025-12-09T00:29:24.754666,49.00
2025-12-09T00:35:14.938371,50.08
2025-12-09T00:41:09.003529,53.95
2025-12-09T00:46:59.486757,50.38
2025-12-09T00:52:49.795403,50.20
2025-12-09T00:58:40.725926,50.82
2025-12-09T01:04:32.808487,51.98
2025-12-09T01:10:25.559122,52.64
2025-12-09T01:16:16.330858,50.67
2025-12-09T01:22:06.719098,50.28
2025-12-09T01:27:55.912190,49.09
2025-12-09T01:33:47.037513,51.02
2025-12-09T01:39:37.528745,50.39
2025-12-09T01:45:29.116795,51.48
2025-12-09T01:51:22.191116,52.97
2025-12-09T01:57:12.987994,50.72
2025-12-09T02:03:03.728980,50.65
2025-12-09T02:08:54.001025,50.17
2025-12-09T02:14:43.620427,49.52
2025-12-09T02:20:34.270402,50.54
2025-12-09T02:26:24.896628,50.52
2025-12-09T02:32:14.506036,49.55
2025-12-09T02:38:05.077487,50.46
2025-12-09T02:43:56.316804,51.13
2025-12-09T02:49:47.543466,51.12
2025-12-09T02:55:38.605441,50.96
2025-12-09T03:17:05.178717,43.74
2025-12-09T03:22:48.379542,43.20
2025-12-09T03:28:31.395732,43.00
2025-12-09T03:34:14.599903,43.19
2025-12-09T03:39:58.786856,44.18
2025-12-09T03:45:41.046845,42.25
2025-12-09T03:51:22.687916,41.63
2025-12-09T03:57:02.073879,39.37
2025-12-09T04:02:44.847262,42.76
2025-12-09T04:08:23.284649,38.43
2025-12-09T04:14:07.370323,44.07
2025-12-09T04:19:49.903218,42.52
2025-12-09T04:25:33.148938,43.23
2025-12-09T04:31:14.447216,41.29
2025-12-09T04:36:58.559526,44.10
2025-12-09T04:42:41.203612,42.63
2025-12-09T04:48:26.690707,45.47
2025-12-09T04:54:09.721716,43.02
2025-12-09T04:59:53.944186,44.21
2025-12-09T05:05:38.535697,44.58
2025-12-09T05:11:21.024691,42.48
2025-12-09T05:17:03.298404,42.26
2025-12-09T05:22:47.253660,43.94
2025-12-09T05:28:30.084040,42.82
2025-12-09T05:34:13.270302,43.17
2025-12-09T05:39:56.314536,43.03
2025-12-09T05:45:38.870385,42.55
2025-12-09T05:51:22.310821,43.43
2025-12-09T05:57:07.107553,44.78
2025-12-09T06:02:53.208627,46.09
2025-12-09T06:08:36.737414,43.52
2025-12-09T06:14:20.664797,43.92
2025-12-09T06:20:04.406638,43.73
2025-12-09T06:25:51.985931,47.57
2025-12-09T06:31:35.990334,43.99
2025-12-09T06:37:19.709914,43.71
2025-12-09T06:43:03.161413,43.44
2025-12-09T06:48:46.230091,43.06
2025-12-09T06:54:29.896761,43.65
2025-12-09T07:00:15.735751,45.83
2025-12-09T07:06:02.279103,46.53
2025-12-09T07:11:45.654091,43.36
2025-12-09T07:17:29.548560,43.88
2025-12-09T07:23:13.517227,43.96
2025-12-09T07:28:56.642763,43.11
2025-12-09T07:34:40.198448,43.55
2025-12-09T07:40:25.847925,45.64
2025-12-09T07:46:09.376469,43.52
2025-12-09T07:51:53.782761,44.39
2025-12-09T07:57:37.020448,43.23
2025-12-09T08:59:41.245652,44.11
2025-12-09T09:29:35.540201,564.08
2025-12-09T09:51:03.134815,44.82
2025-12-09T09:56:47.323478,44.18
2025-12-09T10:02:31.405517,44.07
2025-12-09T10:08:18.548210,47.13
2025-12-09T10:14:03.285581,44.72
2025-12-09T10:20:31.332794,88.04
2025-12-09T10:26:25.818682,54.48
2025-12-09T10:32:20.124127,54.30
2025-12-09T10:38:12.734288,52.60
2025-12-09T10:44:00.886930,48.15
2025-12-09T10:49:51.287599,50.39
